FID,Volcano_Number,Volcano_Name,Eruption_Number,Activity_Type,ExplosivityIndexMax,ExplosivityIndexModifier,ActivityArea,ActivityUnit,StartEvidenceMethod,StartDateYearModifier,StartDateYear,StartDateYearUncertainty,StartDateDayModifier,StartDateMonth,StartDateDay,StartDateDayUncertainty,EndDateYearModifier,EndDateYear,EndDateYearUncertainty,EndDateDayModifier,EndDateMonth,EndDateDay,EndDateDayUncertainty,GeoLocation
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7420,242021,Macauley,14681,Confirmed Eruption,6.0,?,,Sandy Bay Tuff,Isotopic: 14C (uncalibrated),,-4360,200.0,,0.0,0.0,,,,,,,,,POINT (-178.475 -30.21)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-741f,242021,Macauley,14682,Uncertain Eruption,0.0,,"""Brimstone Island,"" W of Macauley Island",,,,1825,,,9.0,6.0,,,,,,,,,POINT (-178.475 -30.21)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-741e,242021,Macauley,14683,Uncertain Eruption,0.0,,22 km NNE of Macauley Island,,,,1887,,,12.0,1.0,,,,,,,,,POINT (-178.475 -30.21)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-741d,242030,Raoul Island,14684,Confirmed Eruption,4.0,,SE Raoul caldera,Matatirohia tephra,Isotopic: 14C (uncalibrated),,-2000,100.0,,0.0,0.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-741c,242030,Raoul Island,14685,Confirmed Eruption,4.0,,SW part of Raoul caldera,Oneraki tephra,Isotopic: 14C (uncalibrated),,-1200,150.0,,0.0,0.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-741b,242030,Raoul Island,14686,Confirmed Eruption,6.0,,Denham caldera,Fleetwood tephra,Isotopic: 14C (uncalibrated),,-250,75.0,,0.0,0.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-741a,242030,Raoul Island,14687,Confirmed Eruption,3.0,?,Denham caldera?,Bell tephra,Correlation: Tephrochronology,?,-50,,,0.0,0.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7419,242030,Raoul Island,14688,Confirmed Eruption,4.0,,N flank Moumoukai volcano,Judith tephra,Correlation: Tephrochronology,?,100,,,0.0,0.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7418,242030,Raoul Island,14689,Confirmed Eruption,4.0,,S part Raoul Caldera,Raynor tephra,Correlation: Tephrochronology,?,400,,,0.0,0.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7417,242030,Raoul Island,14696,Confirmed Eruption,3.0,,Denham caldera and Smith Crater,,Observations: Reported,,1814,,,3.0,9.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7416,242030,Raoul Island,14697,Confirmed Eruption,3.0,,"Denham caldera, Green Lake",,Observations: Reported,,1870,,,6.0,20.0,4.0,,1870.0,,,10.0,3.0,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7415,242030,Raoul Island,14699,Confirmed Eruption,0.0,,NNE flank (7.5 km from Raoul Island),,Observations: Reported,,1886,,,3.0,16.0,15.0,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7414,242030,Raoul Island,14700,Confirmed Eruption,2.0,,"West side of Green Lake, Denham caldera",,Observations: Reported,,1964,,,11.0,19.0,,,1965.0,,?,4.0,25.0,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7413,242030,Raoul Island,14701,Uncertain Eruption,0.0,,NNE flank (7 km from Raoul Island),,,,1987,,,3.0,25.0,,,1987.0,,,3.0,25.0,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7412,242030,Raoul Island,14702,Confirmed Eruption,1.0,?,Green Lake crater,,Observations: Reported,,2006,,,3.0,17.0,,,2006.0,,,3.0,17.0,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7411,242030,Raoul Island,14690,Confirmed Eruption,4.0,,Green Lake Pumice Crater,,Isotopic: 14C (uncalibrated),?,550,,,0.0,0.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7410,242030,Raoul Island,14691,Confirmed Eruption,3.0,,Pukekohu Crater,,Correlation: Tephrochronology,?,700,,,0.0,0.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-740f,242030,Raoul Island,14692,Confirmed Eruption,4.0,,Expedition Crater,,Correlation: Tephrochronology,?,850,,,0.0,0.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-740e,242030,Raoul Island,14693,Confirmed Eruption,,,NE of Raoul Island (Meyer Islands),,Correlation: Tephrochronology,?,1450,,,0.0,0.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-740d,242030,Raoul Island,14694,Confirmed Eruption,4.0,,Rangitahua Crater,,Isotopic: 14C (uncalibrated),,1630,50.0,,0.0,0.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-740c,242030,Raoul Island,14695,Confirmed Eruption,4.0,,"Denham Bay?, Tui Lake Crater",,Isotopic: 14C (uncalibrated),,1720,50.0,,0.0,0.0,,,,,,,,,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-740b,242050,Monowai,22197,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,2009,,,5.0,4.0,3.0,,2009.0,,,12.0,16.0,4.0,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-740a,242050,Monowai,14703,Uncertain Eruption,0.0,,,,,,1944,,,7.0,2.0,182.0,,,,,,,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7409,242050,Monowai,14704,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,1977,,,4.0,16.0,15.0,,1977.0,,,4.0,16.0,15.0,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7408,242050,Monowai,14705,Confirmed Eruption,0.0,,,,Observations: Reported,,1977,,,10.0,17.0,,,1977.0,,?,10.0,27.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7407,242050,Monowai,14706,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,1978,,,2.0,16.0,15.0,,1978.0,,,7.0,16.0,15.0,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7406,242050,Monowai,14707,Confirmed Eruption,1.0,,,,Observations: Hydrophonic,,1979,,?,2.0,16.0,15.0,,1979.0,,?,4.0,19.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7405,242050,Monowai,22466,Confirmed Eruption,0.0,,Submarine,,Observations: Hydrophonic,,2014,,,10.0,16.0,,,2014.0,,,11.0,5.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7404,242050,Monowai,22467,Uncertain Eruption,0.0,,,,,,2016,,,11.0,11.0,,,2016.0,,,11.0,12.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7403,242050,Monowai,20799,Confirmed Eruption,0.0,,Submarine,,Observations: Hydrophonic,,2012,,,8.0,3.0,,,2012.0,,,8.0,19.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7402,242050,Monowai,14720,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,2003,,,4.0,10.0,,,2004.0,,,9.0,16.0,15.0,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7401,242050,Monowai,14721,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,2005,,,3.0,2.0,,,2006.0,,,6.0,27.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-7400,242050,Monowai,14722,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,2006,,,12.0,12.0,,,2007.0,,,11.0,4.0,3.0,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73ff,242050,Monowai,14723,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,2008,,?,2.0,8.0,,,2008.0,,?,2.0,8.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73fe,242050,Monowai,22464,Confirmed Eruption,0.0,,Summit Crater,,Observations: Hydrophonic,,2011,,,5.0,17.0,,,2011.0,,,5.0,22.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73fd,242050,Monowai,22465,Confirmed Eruption,1.0,,Summit,,Observations: Hydrophonic,,2014,,,1.0,1.0,,,2014.0,,,1.0,1.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73fc,242050,Monowai,14714,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,1996,,,9.0,20.0,,,1996.0,,,9.0,22.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73fb,242050,Monowai,14715,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,1997,,,4.0,18.0,,,1997.0,,,4.0,21.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73fa,242050,Monowai,14716,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,1997,,,12.0,15.0,,,1998.0,,?,2.0,4.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73f9,242050,Monowai,14717,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,1999,,,6.0,6.0,,,1999.0,,,6.0,11.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73f8,242050,Monowai,14718,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,2002,,,5.0,24.0,,,2002.0,,,5.0,24.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73f7,242050,Monowai,14719,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,2002,,,11.0,1.0,,,2002.0,,,11.0,24.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73f6,242050,Monowai,14708,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,1980,,,1.0,16.0,15.0,,1980.0,,,1.0,16.0,15.0,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73f5,242050,Monowai,14709,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,1982,,,5.0,16.0,15.0,,1982.0,,,5.0,16.0,15.0,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73f4,242050,Monowai,14710,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,1986,,,6.0,16.0,15.0,,1986.0,,,6.0,16.0,15.0,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73f3,242050,Monowai,14711,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,1988,,,9.0,8.0,,,1988.0,,,9.0,8.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73f2,242050,Monowai,14712,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,1990,,,5.0,30.0,,,1991.0,,,3.0,25.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73f1,242050,Monowai,14713,Confirmed Eruption,0.0,,,,Observations: Hydrophonic,,1995,,,11.0,27.0,,,1995.0,,,11.0,30.0,,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73f0,243010,Tofua Arc at 21.3°S,14724,Confirmed Eruption,0.0,,,,Observations: Reported,,1907,,,7.0,16.0,15.0,,,,,,,,POINT (-175.65 -21.338)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73ef,243010,Tofua Arc at 21.3°S,14725,Confirmed Eruption,0.0,,,,Observations: Reported,,1932,,,12.0,1.0,30.0,,,,,,,,POINT (-175.65 -21.338)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73ee,243030,Tofua Arc at 20.9°S,22185,Confirmed Eruption,0.0,,Submarine,,Observations: Reported,,2017,,,1.0,23.0,,,2017.0,,,1.0,31.0,,POINT (-175.55 -20.852)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73ed,243030,Tofua Arc at 20.9°S,14727,Confirmed Eruption,0.0,,,,Observations: Reported,,1911,,,8.0,16.0,15.0,,,,,,,,POINT (-175.55 -20.852)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73ec,243030,Tofua Arc at 20.9°S,14728,Confirmed Eruption,0.0,,,,Observations: Reported,,1923,,,7.0,1.0,,,,,,,,,POINT (-175.55 -20.852)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73eb,243030,Tofua Arc at 20.9°S,14729,Confirmed Eruption,1.0,,,,Observations: Reported,,1999,,<,1.0,8.0,,,1999.0,,?,1.0,14.0,,POINT (-175.55 -20.852)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73ea,243030,Tofua Arc at 20.9°S,14743,Uncertain Eruption,0.0,,,,Observations: Reported,,1970,,,1.0,3.0,,,1970.0,,,1.0,3.0,,POINT (-175.55 -20.852)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73e9,243040,Hunga Tonga-Hunga Ha'apai,14730,Confirmed Eruption,2.0,,,,Observations: Reported,,1912,,,4.0,29.0,,,,,,,,,POINT (-175.3841 -20.5532)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73e8,243040,Hunga Tonga-Hunga Ha'apai,14731,Confirmed Eruption,2.0,,,,Observations: Reported,,1937,,,7.0,2.0,182.0,,,,,,,,POINT (-175.3841 -20.5532)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73e7,243040,Hunga Tonga-Hunga Ha'apai,14732,Confirmed Eruption,0.0,,1 km SSE of Hunga Ha'apai,,Observations: Reported,,1988,,,6.0,1.0,,,1988.0,,>,6.0,3.0,,POINT (-175.3841 -20.5532)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73e6,243040,Hunga Tonga-Hunga Ha'apai,14733,Confirmed Eruption,2.0,,Hunga Ha'apai,,Observations: Reported,,2009,,?,3.0,17.0,,,2009.0,,,3.0,22.0,1.0,POINT (-175.3841 -20.5532)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73e5,243040,Hunga Tonga-Hunga Ha'apai,22429,Confirmed Eruption,5.0,,,,Observations: Reported,,2021,,,12.0,20.0,,,2022.0,,,1.0,15.0,,POINT (-175.3841 -20.5532)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73e4,243040,Hunga Tonga-Hunga Ha'apai,22432,Confirmed Eruption,,,,,Isotopic: 14C (calibrated),,1110,70.0,,,,,,,,,,,,POINT (-175.3841 -20.5532)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73e3,243040,Hunga Tonga-Hunga Ha'apai,20983,Confirmed Eruption,2.0,,about 1 km SW of Hunga Tonga and 1 km E of Hunga Ha'apai islands,,Observations: Reported,,2014,,,12.0,19.0,,,2015.0,,,1.0,23.0,3.0,POINT (-175.3841 -20.5532)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73e2,243050,Fonuafo'ou,14734,Uncertain Eruption,0.0,,,,,,1781,,,0.0,0.0,,,,,,,,,POINT (-175.42 -20.32)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73e1,243050,Fonuafo'ou,14735,Uncertain Eruption,0.0,,,,,,1865,,,7.0,2.0,182.0,,,,,,,,POINT (-175.42 -20.32)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73e0,243050,Fonuafo'ou,14736,Confirmed Eruption,2.0,,,,Observations: Reported,,1877,,,7.0,2.0,182.0,,,,,,,,POINT (-175.42 -20.32)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73df,243050,Fonuafo'ou,14737,Confirmed Eruption,3.0,,,,Observations: Reported,,1885,,?,10.0,12.0,,,1886.0,,,7.0,2.0,182.0,POINT (-175.42 -20.32)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73de,243050,Fonuafo'ou,14738,Uncertain Eruption,0.0,?,,,,,1894,,,12.0,16.0,15.0,,,,,,,,POINT (-175.42 -20.32)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73dd,243050,Fonuafo'ou,14739,Uncertain Eruption,0.0,?,,,,,1921,,,11.0,16.0,15.0,,,,,,,,POINT (-175.42 -20.32)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73dc,243050,Fonuafo'ou,14740,Confirmed Eruption,2.0,,,,Observations: Reported,,1927,,,10.0,4.0,,,1928.0,,>,9.0,16.0,15.0,POINT (-175.42 -20.32)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73db,243050,Fonuafo'ou,14741,Confirmed Eruption,2.0,,,,Observations: Reported,,1933,,,4.0,16.0,15.0,,,,,,,,POINT (-175.42 -20.32)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73da,243050,Fonuafo'ou,14742,Confirmed Eruption,2.0,,,,Observations: Reported,,1936,,,6.0,16.0,15.0,,,,,,,,POINT (-175.42 -20.32)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73d9,243061,Kao,22255,Confirmed Eruption,2.0,,,,Observations: Reported,,1847,,<,7.0,10.0,,,,,,,,,POINT (-175.016 -19.668)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73d8,243060,Tofua,14744,Confirmed Eruption,2.0,,,,Observations: Reported,,1774,,,6.0,0.0,,,,,,,,,POINT (-175.07 -19.75)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73d7,243060,Tofua,14745,Confirmed Eruption,0.0,,,,Observations: Reported,,1792,,,0.0,0.0,,,,,,,,,POINT (-175.07 -19.75)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73d6,243060,Tofua,14746,Confirmed Eruption,2.0,,,,Observations: Reported,,1854,,,7.0,2.0,182.0,,,,,,,,POINT (-175.07 -19.75)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73d5,243060,Tofua,14747,Confirmed Eruption,2.0,,,,Observations: Reported,,1885,,<,10.0,16.0,15.0,,,,,,,,POINT (-175.07 -19.75)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73d4,243060,Tofua,14748,Confirmed Eruption,2.0,,Northern part of caldera,,Observations: Reported,,1906,,,1.0,16.0,15.0,,1906.0,,,2.0,16.0,15.0,POINT (-175.07 -19.75)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73d3,243060,Tofua,14749,Confirmed Eruption,2.0,,Northern part of caldera,,Observations: Reported,,1906,,,12.0,16.0,15.0,,,,,,,,POINT (-175.07 -19.75)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73d2,243060,Tofua,14750,Confirmed Eruption,2.0,,Northern part of caldera,,Observations: Reported,,1958,,,12.0,31.0,120.0,?,1960.0,,,7.0,2.0,182.0,POINT (-175.07 -19.75)
Smithsonian_VOTW_Holocene_Eruptions.fid--1678905a_1a0570e89d9_-73d1,243060,Tofua,14751,Uncertain Eruption,0.0,,Northern part of caldera,,,,1993,,,4.0,29.0,,,,,,,,,POINT (-175.07 -19.75)
