FID,Volcano_Number,Volcano_Name,Volcanic_Landform,Primary_Volcano_Type,Last_Eruption_Year,Country,Region,Subregion,Geological_Summary,Latitude,Longitude,Elevation,Tectonic_Setting,Geologic_Epoch,Evidence_Category,Primary_Photo_Link,Primary_Photo_Caption,Primary_Photo_Credit,Major_Rock_Type,GeoLocation
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4828,242022,Giggenbach,Composite,Stratovolcano,,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,"Giggenbach, named after volcano gas geochemist Werner Giggenbach, is a basaltic-to-dacitic submarine volcano about 30 km NW of Macauley volcano. The flat summit reaches to within 65 m of the ocean surface, has a 700-m-wide crater containing a central cone, and is cut by numerous small explosion pits and craters. Much of the edifice is covered by dacitic pumice, and several edifice-collapse scarps cut its flanks. Large cones are found on the ENE and SSW flanks, and a chain of eight small cones that fed recent andesitic-dacitic lava flows lies on the west flank. A large hydrothermal vent field was found within the summit crater.",-30.036,-178.712,-65.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Unrest / Holocene,https://volcano.si.edu/gallery/photos/GVP-11872.jpg,Many of the pits on the summit of Giggenbach volcano show layered ash deposits that are evidence for violent eruptions in the past. It lies NW of Macauley volcano and is named after volcano gas geochemist Werner Giggenbach. The flat summit is cut by a 700-m-wide crater containing a central cone and a large hydrothermal vent field was found within the summit crater.,"Image courtesy of New Zealand-American Submarine Ring of Fire 2005 Exploration, NOAA Vents Program.",Basalt / Picro-Basalt,POINT (-178.712 -30.036)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4827,242030,Raoul Island,Composite,Stratovolcano,2006.0,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,"Anvil-shaped Raoul Island is the largest and northernmost of the Kermadec Islands.  During the past several thousand years volcanism has been dominated by dacitic explosive eruptions.  Two Holocene calderas exist, the older of which cuts the center the island and is about 2.5 x 3.5 km wide.  Denham caldera, formed during a major dacitic explosive eruption about 2200 years ago, truncated the W side of the island and is 6.5 x 4 km wide.  Its long axis is parallel to the tectonic fabric of the Havre Trough that lies W of the volcanic arc.  Historical eruptions during the 19th and 20th centuries have sometimes occurred simultaneously from both calderas, and have consisted of small-to-moderate phreatic eruptions, some of which formed ephemeral islands in Denham caldera.  An unnamed submarine cone, one of several located along a fissure on the lower NNE flank, has also erupted during historical time, and satellitic vents are concentrated along two parallel NNE-trending lineaments.",-29.27,-177.92,516.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10441.jpg,"Anvil-shaped Raoul Island is the largest and northernmost of the Kermadec Islands. Two calderas are prominent in this International Space Station view with N to the upper right. The 2.5 x 3.5 km caldera cuts the center of the island, and the E wall of the partially submerged Denham Bay caldera rises above the smooth coastline at the left-center. The 6.5 x 4 km wide Denham Bay caldera formed during a major dacitic explosive eruption about 2,200 years ago, which truncated the W side of the island.","NASA International Space Station image ISS002-E-8883, 2001 (http://eol.jsc.nasa.gov/).",Andesite / Basaltic Andesite,POINT (-177.92 -29.27)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4826,242050,Monowai,Composite,Stratovolcano,2014.0,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,"Monowai, also known as Orion seamount, is a basaltic stratovolcano that rises from a depth of about 1,500 to within 100 m of the ocean surface about halfway between the Kermadec and Tonga island groups, at the southern end of the Tonga Ridge. Small cones occur on the N and W flanks, and an  8.5 x 11 km submarine caldera with a depth of more than 1,500 m lies to the NNE. Numerous eruptions have been identified using submarine acoustic signals since it was first recognized as a volcano in 1977. A shoal that had been reported in 1944 may have been a pumice raft or water disturbance due to degassing. Surface observations have included water discoloration, vigorous gas bubbling, and areas of upwelling water, sometimes accompanied by rumbling noises. It was named for one of the New Zealand Navy bathymetric survey ships that documented its morphology.",-25.887,-177.188,-132.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-11689.jpg,"Map view shows Monowai submarine volcano at the lower left, with subsidiary cones on its N flank. A large submarine caldera lies to the NE at the top-right. The contour interval is 100 m and the resolution of the bathymetry data is 25 m. The proprietary bathymetry data were obtained by scientists of the New Zealand National Institute of Water and Atmospheric Research (NIWA) during a 2005 New Zealand-American NOAA Ocean Explorer research expedition to the Kermadec-Tonga Arc.","Image courtesy of Ian Wright, 2005 (NIWA; http://oceanexplorer.noaa.gov/explorations/05fire).",Basalt / Picro-Basalt,POINT (-177.188 -25.887)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4825,243001,Kermadec Arc at 24.8°S,Composite,Stratovolcano,,Tonga,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,"A large submarine volcano in the Northern Kermadec Arc, ~120 km N of Monowai, is known informally as Volcano 19 from a research cruise designation. The basaltic to basaltic andesite edifice contains a 2.5 x 3.5 km outer caldera and a 1.9-km-wide inner caldera on the west. A cone complex lies in the center of the outer caldera, east of the inner caldera. Hydrothermal fields are located near the summit of the cone complex and at the base of the southern wall of the western inner caldera. Large high-temperature chimney vents discharge clear fluids and black plumes.",-24.8,-177.02,-385.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Unrest / Holocene,,,,Basalt / Picro-Basalt,POINT (-177.02 -24.8)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4824,243011,Tofua Arc at 21.1°S,Composite,Stratovolcano,,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"A large submarine volcano rises to within 65 m of the ocean surface west of Tongatapu Island. The volcano was informally named Volcano 1 by scientists on the bathymetric survey that mapped it in 2003. The summit of the andesitic-to-dacitic seamount is cut by a large 4.5 x 7 km caldera, with two young scoria cones forming the high point. A chain of explosion craters up to 100 m deep cut the flank of one of the scoria cones, and thick deposits of ash and scoria cover the caldera floor nearby. The lack of organic sediments between volcaniclastic deposits exposed in one portion of the caldera wall suggest it was constructed within the past 200 years. Diffuse low-temperature hydrothermal vents and vigorous gas discharge occurs near the explosion craters.",-21.15,-175.75,-65.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Evidence Credible,,,,Andesite / Basaltic Andesite,POINT (-175.75 -21.15)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4823,243010,Tofua Arc at 21.3°S,Composite,Stratovolcano,1932.0,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"During a submarine eruption in 1907 pyroclastic material was ejected to 100 m above the ocean surface, and pumice rafts were produced. The eruption was located (on Admiralty Chart 2421) ~48 km SW of Tongatapu Island. The location given in this catalog has been shifted 5 km N relative to the 1907 report, to a seamount that rises to within 100 m of the ocean surface, because the previous spot corresponds to sloping terrain at 1,800 m depth on a 1982 bathymetric map. A second eruption from this area was reported in late 1932. This seamount may be the SE part of a larger edifice extending about 15 km NW, informally designated as ""Volcano 2"" (R/V Sonne 167 survey).",-21.338,-175.65,-68.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,,,,No Data (checked),POINT (-175.65 -21.338)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4822,243030,Tofua Arc at 20.9°S,Composite,Stratovolcano,2017.0,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,An unnamed submarine volcano is located along the Tofua Volcanic Arc 35 km NW of the Niu Aunofo lighthouse on Tongatapu Island. The first documented eruptions took place in 1911 and 1923; an ephemeral island was formed in 1999. A submarine eruption in January 2017 produced discolored water visible in satellite imagery.,-20.852,-175.55,-296.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10798.jpg,"A plume and discolored water from a submarine eruption were observed in January 1999. This unnamed submarine volcano, 35 km NW of the Niu Aunofo lighthouse on Tongatapu Island, was constructed at the southern end of a submarine ridge segment of the Tofua volcanic arc extending NNE to Falcon Island. The first documented eruptions took place in 1911 and 1923. An ephemeral island was formed during this eruption in 1999; prior to this the summit was 13 m beneath the sea surface.","Photo by B. Hutchins, 1999 (published in Taylor, 1999).",No Data (checked),POINT (-175.55 -20.852)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4821,243040,Hunga Tonga-Hunga Ha'apai,Caldera,Caldera,2022.0,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"The small andesitic islands of Hunga Tonga and Hunga Ha'apai are part of the western and northern remnants of the rim (~6 km diameter) of a largely submarine caldera located about 30 km SSE of Falcon Island. The topmost sequence of welded and unwelded ignimbrite units from a caldera-forming eruption was 14C dated to 1040-1180 CE (Cronin et al., 2017; Brenna et al. 2022). At least two additional welded pumice-rich ignimbrite units and nonwelded pyroclastic flow deposits, below paleosols and other volcaniclastic deposits, indicated more very large previous eruptions (Cronin et al., 2017; Brenna et al. 2022). Several submarine eruptions have occurred at this caldera system since the first recorded eruption in 1912, including 1937 and S of the islands in 1988. A short eruption in 2009 added land to Hunga Ha'apai. At that time the two islands were each about 2 km long, displaying inward-facing sea cliffs with lava and tephra layers dipping gently away from the caldera. An eruption during December 2014-January 2015 was centered between the islands, and combined them into one larger structure. Major explosive eruptions in late 2021 initially reshaped the central part of the combined island before stronger activity in mid-January 2022 removed most of the 2014-15 material; an even larger eruption the next day sent an eruption plume high into the stratosphere, triggered shock waves through the atmosphere and tsunami across the Pacific Ocean, and left only small remnants of the islands above the ocean surface.",-20.5532,-175.3841,114.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10791.jpg,The small islands of Hunga Tonga (upper right) and Hunga Ha'apai (left) are the peaks a large seamount located about 30 km SSE of Falcon Island. The two islands are about 2 km long. They have inward-facing cliffs that represent the W and N remnants of the rim of a largely-submarine caldera lying E and S of the islands. A shoal is visible 3.2 km SE of Hunga Ha'apai and 3 km south of Hunga Tonga and marks the most prominent historically active vent.,"Aerial photo by Tonga Ministry of Lands, Survey, and Natural Resources, 1991 (published in Taylor and Ewart, 1997).",Andesite / Basaltic Andesite,POINT (-175.3841 -20.5532)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4820,243050,Fonuafo'ou,Composite,Stratovolcano,1936.0,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"The ephemeral Fonuafo'ou island in the central part of the Tonga Islands is also known as Falcon Island, named after the British vessel H.M.S. Falcon, which reported a shoal in 1865. Islands up to 6 km long were formed in 1885 and 1927 eruptions; in 1933 the island had a height of more than 145 m. Passing ships often reported ""smoke"" issuing from the site. The latest explosive activity was reported in 1936. By 1949 the island had eroded beneath sea level, but the summit remains at shallow depths.",-20.32,-175.42,-17.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10788.jpg,"The active crater of Fonuafo'ou (formerly known as Falcon Island) through the SE breach and a plume that is dispersed to the NW by dominant SE Trade Winds. The ephemeral island in the central part of the Tonga Islands had been named after the British vessel H.M.S. Falcon, which reported the shoal in 1865. This volcano has been the site of eruptions on at least two occasions since the 19th century. By 1949 the island had eroded beneath sea level, but the summit of the volcano remains at shallow depths.","Photo by A. Thompson (published in Taylor and Ewart, 1997).",Andesite / Basaltic Andesite,POINT (-175.42 -20.32)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-481f,243061,Kao,Composite,Stratovolcano,1847.0,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"The symmetrical Kao rises steeply from the ocean about 6 km N of Tofua Island in Tonga. It is elongated NNE-SSW and, with the exception of a small flat area on the SSW coast, rises at angles exceeding 35° to the summit, which has a series of small coalescing craters. The lower flanks of the basaltic andesite volcano are densely jungled, but the upper slopes are almost vegetation free. There are no fresh-looking lava flows, although the absence of sufficient time for erosion to produce deep gullies or high sea cliffs suggests a very recent origin. A missionary on a ship anchored at Tofua reported that ""smoke"" was ""pouring forth"" from Kao on 10 July 1847.",-19.668,-175.016,1009.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-11432.jpg,"Clouds almost entirely obscure the small island of Kao (lower-center) in this NASA International Space Station image, and a circular cloud pattern rises above the caldera rim of the larger island of Tofua (left-center). No historical eruptions are known from Kao, and fresh-appearing lava flows are not seen, although the absence of sufficient time for erosion to produce deep gullies or high sea cliffs suggests a very recent origin.","NASA International Space Station image ISS008-E-14026, 2004 (http://eol.jsc.nasa.gov/).",Andesite / Basaltic Andesite,POINT (-175.016 -19.668)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-481e,243060,Tofua,Caldera,Caldera,2026.0,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"The low, forested Tofua Island in the central part of the Tonga Islands group is the emergent summit of a large stratovolcano that was seen in eruption by Captain Cook in 1774. The summit contains a 5-km-wide caldera whose walls drop steeply about 500 m. Three post-caldera cones were constructed at the northern end of a cold fresh-water caldera lake, whose surface lies only 30 m above sea level. The easternmost cone has three craters and produced young basaltic andesite lava flows, some of which traveled into the caldera lake. The largest and northernmost of the cones, Lofia, has a steep-sided crater that is 70 m wide and 120 m deep and has been the source of historical eruptions, first reported in the 18th century. The fumarolically active crater of Lofia has a flat floor formed by a ponded lava flow.",-19.75,-175.07,515.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10797.jpg,"A small plume rises from Lofia cone on the N side of the caldera lake of Tofua volcano in this 1990 aerial photograph. Recent tephra was emplaced onto the caldera rim to the NW. The steep walls of the 5-km-wide caldera are about 500 m high. Three post-caldera cones were constructed at the N end of a cold fresh-water caldera lake, whose surface lies only 30 m above sea level. ","Aerial photo by Tonga Ministry of Lands, Survey, and Natural Resources, 1990 (published in Taylor and Ewart, 1997).",Andesite / Basaltic Andesite,POINT (-175.07 -19.75)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-481d,243070,Lateiki,Composite,Stratovolcano,2019.0,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"Lateiki, previously known as Metis Shoal, is a submarine volcano midway between the islands of Kao and Late that has produced a series of ephemeral islands since the first confirmed activity in the mid-19th century. An island, perhaps not in eruption, was reported in 1781 and subsequently eroded away. During periods of inactivity following 20th-century eruptions, waves have been observed to break on rocky reefs or sandy banks with depths of 10 m or less. Dacitic tuff cones formed during the eruptions in 1967 and 1979 were soon eroded beneath the ocean surface. An eruption in 1995 produced an island with a diameter of 280 m and a height of 43 m following growth of a lava dome above the surface.",-19.18,-174.87,43.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-01627.jpg,"Waves break over Metis Shoal on 19 February 1968, more than a month after the end of a submarine eruption that began in December 1967 and produced an ephemeral island. Metis Shoal has produced a series of small islands during eruptions observed since the mid-19th century. An eruption in 1995 produced a lava dome that built up to 43 m above sea level.","Photo by Charles Lundquist, 1968 (Smithsonian Astrophysical Observatory).",Dacite,POINT (-174.87 -19.18)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-481c,243080,Home Reef,Composite,Stratovolcano,2026.0,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"Home Reef, a submarine volcano midway between Metis Shoal and Late Island in the central Tonga islands, was first reported active in the mid-19th century, when an ephemeral island formed. An eruption in 1984 produced a 12-km-high eruption plume, large amounts of floating pumice, and an ephemeral 500 x 1,500 m island, with cliffs 30-50 m high that enclosed a water-filled crater. In 2006 an island-forming eruption produced widespread dacitic pumice rafts that drifted as far as Australia. Another island was built during a September-October 2022 eruption.",-18.992,-174.775,-10.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-11956.jpg,"A partially eroded pumice cone formed during an eruption that began on 7 August 2006 is seen from the N on 18 December. By the end of the year, wave erosion had destroyed the cone. Floating dacite pumice from this eruption traveled as far as Australia. Home Reef, a submarine volcano midway between Metis Shoal and Late Island in the central Tonga islands, was first reported active in the mid-19th century, when an ephemeral island formed.","Photo courtesy of Royal New Zealand Air Force and Institute of Geological & Nuclear Sciences, 2006.",Dacite,POINT (-174.775 -18.992)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-481b,243091,Tofua Arc at 18.3°S,Composite,Stratovolcano,2019.0,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"A submarine volcano along the Tofua Volcanic Arc ~45 km NW of Vava'u Island was first observed in September 2001, ~35 km S of Fonualei and 60 km NE of Late volcano. The site of the eruption is at a bathymetric depth of ~300 m. T-phase waves were recorded on 27-28 September 2001, and on the 27th local fishermen observed an ash-rich eruption column that rose above the ocean surface. No eruptive activity was reported after the 28th, but water discoloration was documented the following month. In early November rafts and strandings of dacitic pumice were reported along the coasts of Kadavu and Viti Levu in Fiji. The depth of the summit of the submarine cone following the eruption was determined to be 40 m during a 2007 survey; the crater of the 2001 eruption was open to the E.",-18.325,-174.365,-40.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,,,,Dacite,POINT (-174.365 -18.325)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-481a,243090,Late,Composite,Stratovolcano,1854.0,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"The 6-km-wide circular island of Late, along the Tofua volcanic arc about 55 km WSW of Vavau, contains a 400-m-wide, 150-m-deep summit crater with an ephemeral lake. The largely submerged basaltic andesite to andesitic volcano rises 1,500 m from the sea floor, with its conical summit reaching 540 m above sea level. Cinder cones are found north of the summit crater, west and north of a semicircular plateau 100-150 m below the summit, and on the NW coast. A graben-like structure on the NE flank contains two large pit craters, the lower of which is partially filled by a saltwater lake. Eruptions from the NE-flank craters produced explosive activity and possible lava flows in 1790 and 1854. ",-18.806,-174.65,540.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10792.jpg,"An aerial photo of Late taken in July 1990 shows the main summit crater breached to the SE and a NE graben occupied by large pit craters, the largest of which contains a saltwater lake. Except for remnants of a small lava plug in the summit crater, no fresh lava flows are present. The small, 6-km-wide island rises 1,500 m from the sea floor, with its conical summit reaching more than 500 m above sea level.","Aerial photo by Tonga Ministry of Lands, Survey, and Natural Resources, 1990 (published in Taylor and Ewart, 1997).",Andesite / Basaltic Andesite,POINT (-174.65 -18.806)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4819,243101,Tafahi,Composite,Stratovolcano,,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"The small 1.2 x 2.8 km island of Tafahi is a conical stratovolcano about 7 km N of the island of Niuatoputapu in the northern Tonga Islands. It is the northernmost subaerial volcano of the Tofua volcanic arc. The basaltic andesite volcano is elongated N-S, and the summit is located on the SW side of the island. The W side of the volcano is the most dissected, and a narrow fringing reef partially encircles the island. No eruptions have been reported, but its youthful morphology, which resembles that of the larger Kao volcano in the central Tonga Islands, suggests recent activity.",-15.854,-173.747,546.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Evidence Uncertain,https://volcano.si.edu/gallery/photos/GVP-10796.jpg,"The small 1.2 x 2.8 km wide island of Tafahi is a conical stratovolcano that rises more than 500 m out of the ocean about 7 km N of Niuatoputapu. No historical eruptions have been reported, but its youthful morphology suggests recent activity.","Photo by Paul Taylor (published in Taylor and Ewart, 1997).",Andesite / Basaltic Andesite,POINT (-173.747 -15.854)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4818,243102,Curacoa,Composite,Complex,1979.0,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"A submarine volcano south of Curacoa Reef at the northern end of the Tofua volcanic arc was first observed in eruption in 1973. Explosive eruptions, which produced large rafts of dacitic pumice, covering an area of more than 100 km2, were observed from the island of Tafahi, 27 km SSW. The eruption site was located about 6.5 km SW of Curacoa Reef. Multiple submarine vents are apparently located in this area; a second eruption was reported in 1979 from a location 13 km N of Tafahi.",-15.62,-173.67,-33.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-00501.jpg, A raft of floating pumice from a July 1973 submarine eruption behind the wake of a ship. This was the first report of an eruption from the Curacoa submarine volcano in the northern Tonga Islands. The pumice raft covered an area of more than 100 km2 and was encountered by a ship 200 km to the W nearly two weeks after the start of the eruption. Another eruption was observed in the same general area in 1979.,"Photo by the crew of the vessel ""Port Nicholson,"" 1973 (courtesy of Tom Simkin, Smithsonian Institution).",Dacite,POINT (-173.67 -15.62)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4817,243100,Fonualei,Composite,Stratovolcano,1957.0,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,"The small island of Fonualei (~2 km diameter) contains a fumarolically active crater breached to the SE with a fresh lava flow extending to the sea and forming a rugged shoreline. Steep, inward-facing scarps mark the rim of a partially exposed caldera. Blocky lava flows fill much of the northern caldera moat and reach the sea to the north and east. In contrast to the andesitic and basaltic rocks of other islands of the Tonga arc, Fonualei lavas are of dominantly dacitic composition. Eruptions have been recorded since 1791, with the largest taking place in June 1846, when explosive eruptions produced large pumice rafts, ashfall damaged crops on the island of Vava'u (70 km SSE), and ash was reported by vessels up to 950 km distant. In 1939 explosive and effusive activity occurred from summit and flank vents, and water spouts were reported 1.6 km SE of the island.",-18.023,-174.317,188.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10790.jpg,"Seen from the NE, Fonualei volcano is a small, less than 2-km-wide island that contains active fumaroles in the crater, which is breached to the SW with a fresh lava flow extending to the sea and forming a rugged shoreline. Blocky lava flows from a central cone have reached the sea through notches in the caldera rim. Eruptions have been recorded since 1791.","Photo by Paul Taylor (published in Taylor and Ewart, 1997).",Dacite,POINT (-174.317 -18.023)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4816,243110,Niuafo'ou,Shield,Shield,1946.0,Tonga,Tonga-Kermadec Volcanic Regions,Northeast Lau Basin Volcano Group,"Niuafo'ou (""Tin Can Island"") is a low 8-km-wide island that forms the summit of a largely submerged basaltic shield volcano in the north central Lau Basin about 170 km W of the northern end of the Tofua volcanic arc. The circular island encloses a 5-km-wide caldera that is mostly filled by a lake whose bottom extends to below sea level. The inner walls of the caldera drop sharply to the lake, named Big Lake (or Vai Lahi), which contains several small islands and pyroclastic cones on its NE shore.  Eruptions recorded since 1814, mostly from circumferential fissures on the west-to-south side of the island, have often damaged villages. A major eruption in 1946 forced evacuation of most of its 1,200 inhabitants.     ",-15.6,-175.63,260.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10800.jpg,"Niuafo'ou is a low, 8-km-wide ring-shaped island that forms the summit of a largely submerged shield volcano. The 5-km-wide caldera is seen here from its eastern rim, displaying caldera lakes, the large Vai Lahi (background), and the much smaller Vai Si'i (foreground). The caldera is mostly filled by Vai Lahi with a lake bottom that extends to below sea level. Historical eruptions recorded since 1814 have often damaged villages on the island.","Photo by Paul Taylor (published in Taylor and Ewart, 1997).",Basalt / Picro-Basalt,POINT (-175.63 -15.6)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4815,243120,Tafu-Maka,Cluster,Fissure vent,2008.0,Tonga,Tonga-Kermadec Volcanic Regions,Northeast Lau Basin Volcano Group,"Two submarine volcanoes, Tafu and Maka, lie along a NE-SW-trending ridge segment in the southern part of the NE Lau Spreading Center (NELSC). The NELSC is a back-arc spreading center in the northeast part of the Lau Basin. Tafu (Tongan for ""source of fire"") rises to about 1,400 m below sea level at the NE end of the ridge segment, and Maka (Tongan for ""rock"") reaches 1,560 m below sea level at the SW end. A November 2008 NOAA Vents Program expedition discovered submarine hydrothermal plumes consistent with very recent (days to weeks?) lava effusion from Maka; a return visit in May 2009 documented the freshly emplaced lava flow.",-15.37,-174.23,-1400.0,Rift zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-12106.jpg,"A bathymetric map prepared during a NOAA Vents Program expedition in November 2008 shows two submarine volcanoes, Tafu (Tongan for ""source of fire"") and Maka (Tongan for ""rock""). The volcanoes lie along a NE-SW-trending ridge on the southern part of the back-arc NE Lau Spreading Center (NELSC). The November 2008 expedition discovered submarine hydrothermal plumes consistent with recent (maybe days to weeks) submarine lava effusion from Maka volcano.","Courtesy of NOAA Vents Program, 2008.",Basalt / Picro-Basalt,POINT (-174.23 -15.37)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4814,243130,West Mata,Cluster,Fissure vent(s),2009.0,Tonga,Tonga-Kermadec Volcanic Regions,Northeast Lau Basin Volcano Group,"West Mata, a submarine volcano rising to within 1,174 m of the ocean surface, is located in the northeastern Lau Basin at the northern end of the Tofua arc, about 200 km SW of Samoa and north of the Curacoa submarine volcano. Discovered during a November 2008 NOAA Vents Program expedition it was found to be producing submarine hydrothermal plumes consistent with recent lava effusion. A return visit in May 2009 documented explosive and effusive activity from two closely spaced vents, one at the summit, and the other on the SW rift zone.",-15.1,-173.75,-1174.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-12104.jpg,"Incandescence and a plume at the Hades vent of West Mata in May 2009, a submarine volcano with a summit more than 1,000 m below the ocean surface. The volcano is located in the northeastern Lau Basin at the northern end of the Tonga arc, about 200 km SW of Samoa. It was discovered during a November 2008 NOAA Vents Program expedition, when West Mata was observed producing submarine hydrothermal plumes consistent with recent or ongoing lava effusion. A return visit in May 2009 documented explosive and effusive activity.","Courtesy of NSF and NOAA Ocean Exploration Program, 2009.",Andesite / Basaltic Andesite,POINT (-173.75 -15.1)
